_id,type,model
ObjectId(67a2f24d4c11a8eb642cfdd6),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfdd7),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfdd8),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfdd9),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfdda),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfddb),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfddc),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfddd),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfdde),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfddf),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfde0),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfde1),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfde2),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfde3),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfde4),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfde5),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfde6),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfde7),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfde8),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfde9),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfdea),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfdeb),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfdec),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfded),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfdee),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfdef),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfdf0),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfdf1),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfdf2),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfdf3),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfdf4),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfdf5),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfdf6),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfdf7),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfdf8),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfdf9),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfdfa),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfdfb),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfdfc),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfdfd),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfdfe),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfdff),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe00),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe01),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe02),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe03),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe04),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe05),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe06),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe07),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe08),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe09),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe0a),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe0b),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe0c),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe0d),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe0e),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe0f),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe10),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe11),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe12),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe13),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe14),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe15),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe16),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe17),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe18),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe19),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe1a),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe1b),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe1c),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe1d),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe1e),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe1f),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe20),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe21),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe22),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe23),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe24),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe25),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe26),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe27),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe28),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe29),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe2a),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe2b),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe2c),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe2d),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe2e),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe2f),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe30),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe31),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe32),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe33),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe34),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe35),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe36),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe37),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe38),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe39),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe3a),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe3b),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe3c),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe3d),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe3e),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe3f),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe40),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe41),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe42),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe43),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe44),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe45),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe46),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe47),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe48),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe49),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe4a),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe4b),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe4c),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe4d),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe4e),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe4f),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe50),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe51),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe52),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe53),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe54),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe55),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe56),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe57),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe58),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe59),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe5a),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe5b),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe5c),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe5d),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe5e),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe5f),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe60),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe61),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe62),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe63),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe64),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe65),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe66),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe67),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe68),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe69),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe6a),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe6b),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe6c),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe6d),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe6e),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe6f),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe70),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe71),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe72),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe73),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe74),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe75),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe76),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe77),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe78),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe79),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe7a),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe7b),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe7c),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe7d),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe7e),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe7f),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe80),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe81),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe82),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe83),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe84),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe85),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe86),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe87),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe88),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe89),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe8a),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe8b),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe8c),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe8d),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe8e),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe8f),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe90),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe91),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe92),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe93),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfe94),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfe95),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfe96),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe97),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfe98),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe99),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe9a),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfe9b),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfe9c),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfe9d),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfe9e),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfe9f),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfea0),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfea1),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfea2),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfea3),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfea4),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfea5),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfea6),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfea7),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfea8),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfea9),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfeaa),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfeab),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfeac),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfead),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfeae),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfeaf),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfeb0),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfeb1),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfeb2),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfeb3),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfeb4),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfeb5),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfeb6),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfeb7),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfeb8),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfeb9),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfeba),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfebb),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfebc),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfebd),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfebe),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfebf),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfec0),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfec1),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfec2),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfec3),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfec4),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfec5),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfec6),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfec7),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfec8),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfec9),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfeca),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfecb),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfecc),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfecd),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfece),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfecf),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfed0),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfed1),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfed2),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfed3),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfed4),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfed5),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfed6),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfed7),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfed8),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfed9),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfeda),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfedb),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfedc),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfedd),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfede),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfedf),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfee0),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfee1),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfee2),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfee3),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfee4),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfee5),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfee6),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfee7),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfee8),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfee9),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfeea),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfeeb),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfeec),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfeed),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfeee),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfeef),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfef0),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfef1),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfef2),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfef3),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfef4),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfef5),laptop,ki2
ObjectId(67a2f24d4c11a8eb642cfef6),laptop,k12
ObjectId(67a2f24d4c11a8eb642cfef7),laptop,jl3
ObjectId(67a2f24d4c11a8eb642cfef8),laptop,kz
ObjectId(67a2f24d4c11a8eb642cfef9),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cfefa),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cfefb),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfefc),laptop,c6
ObjectId(67a2f24d4c11a8eb642cfefd),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cfefe),laptop,j3
ObjectId(67a2f24d4c11a8eb642cfeff),laptop,kz
ObjectId(67a2f24d4c11a8eb642cff00),laptop,kz
ObjectId(67a2f24d4c11a8eb642cff01),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cff02),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cff03),laptop,j3
ObjectId(67a2f24d4c11a8eb642cff04),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cff05),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cff06),laptop,j3
ObjectId(67a2f24d4c11a8eb642cff07),laptop,j3
ObjectId(67a2f24d4c11a8eb642cff08),laptop,ay9
ObjectId(67a2f24d4c11a8eb642cff09),laptop,c6
ObjectId(67a2f24d4c11a8eb642cff0a),television,jk23
ObjectId(67a2f24d4c11a8eb642cff0b),television,jk23
ObjectId(67a2f24d4c11a8eb642cff0c),television,jk23
ObjectId(67a2f24d4c11a8eb642cff0d),television,jk23
ObjectId(67a2f24d4c11a8eb642cff0e),television,boom
ObjectId(67a2f24d4c11a8eb642cff0f),television,k20
ObjectId(67a2f24d4c11a8eb642cff10),television,ss2
ObjectId(67a2f24d4c11a8eb642cff11),television,boom
ObjectId(67a2f24d4c11a8eb642cff12),television,k20
ObjectId(67a2f24d4c11a8eb642cff13),television,ss2
ObjectId(67a2f24d4c11a8eb642cff14),laptop,zeta
ObjectId(67a2f24d4c11a8eb642cff15),television,jk23
ObjectId(67a2f24d4c11a8eb642cff16),laptop,j3
ObjectId(67a2f24d4c11a8eb642cff17),laptop,qw2
ObjectId(67a2f24d4c11a8eb642cff18),television,dj1
ObjectId(67a2f24d4c11a8eb642cff19),television,boom
ObjectId(67a2f24d4c11a8eb642cff1a),television,k20
ObjectId(67a2f24d4c11a8eb642cff1b),television,dj1
ObjectId(67a2f24d4c11a8eb642cff1c),television,k20
ObjectId(67a2f24d4c11a8eb642cff1d),television,ss2
ObjectId(67a2f24d4c11a8eb642cff1e),television,ss2
ObjectId(67a2f24d4c11a8eb642cff1f),television,dj1
ObjectId(67a2f24d4c11a8eb642cff20),television,dj1
ObjectId(67a2f24d4c11a8eb642cff21),television,ss2
ObjectId(67a2f24d4c11a8eb642cff22),television,dj1
ObjectId(67a2f24d4c11a8eb642cff23),television,boom
ObjectId(67a2f24d4c11a8eb642cff24),television,k20
ObjectId(67a2f24d4c11a8eb642cff25),television,boom
ObjectId(67a2f29d79766ec5011595e1),smart phone,platina
ObjectId(67a2f29d79766ec5011595e2),smart phone,bn20
ObjectId(67a2f29d79766ec5011595e3),smart phone,cz
ObjectId(67a2f29d79766ec5011595e4),smart phone,c3
ObjectId(67a2f29d79766ec5011595e5),smart phone,xm23
ObjectId(67a2f29d79766ec5011595e6),smart phone,pk2
ObjectId(67a2f29d79766ec5011595e7),smart phone,platina
ObjectId(67a2f29d79766ec5011595e8),smart phone,c12
ObjectId(67a2f29d79766ec5011595e9),smart phone,k9
ObjectId(67a2f29d79766ec5011595ea),smart phone,k9
ObjectId(67a2f29d79766ec5011595eb),smart phone,platina
ObjectId(67a2f29d79766ec5011595ec),smart phone,xm23
ObjectId(67a2f29d79766ec5011595ed),smart phone,bn20
ObjectId(67a2f29d79766ec5011595ee),smart phone,pk2
ObjectId(67a2f29d79766ec5011595ef),smart phone,c3
ObjectId(67a2f29d79766ec5011595f0),smart phone,bn20
ObjectId(67a2f29d79766ec5011595f1),smart phone,pk2
ObjectId(67a2f29d79766ec5011595f2),smart phone,c12
ObjectId(67a2f29d79766ec5011595f3),smart phone,k9
ObjectId(67a2f29d79766ec5011595f4),smart phone,xm23
ObjectId(67a2f29d79766ec5011595f5),smart phone,c12
ObjectId(67a2f29d79766ec5011595f6),smart phone,cz
ObjectId(67a2f29d79766ec5011595f7),smart phone,c3
ObjectId(67a2f29d79766ec5011595f8),smart phone,cz
ObjectId(67a2f29d79766ec5011595f9),laptop,qw2
ObjectId(67a2f29d79766ec5011595fa),laptop,c6
ObjectId(67a2f29d79766ec5011595fb),laptop,qw2
ObjectId(67a2f29d79766ec5011595fc),laptop,ki2
ObjectId(67a2f29d79766ec5011595fd),laptop,c6
ObjectId(67a2f29d79766ec5011595fe),laptop,ay9
ObjectId(67a2f29d79766ec5011595ff),laptop,qw2
ObjectId(67a2f29d79766ec501159600),laptop,jl3
ObjectId(67a2f29d79766ec501159601),laptop,qw2
ObjectId(67a2f29d79766ec501159602),laptop,k12
ObjectId(67a2f29d79766ec501159603),laptop,k12
ObjectId(67a2f29d79766ec501159604),laptop,k12
ObjectId(67a2f29d79766ec501159605),laptop,ay9
ObjectId(67a2f29d79766ec501159606),laptop,qw2
ObjectId(67a2f29d79766ec501159607),laptop,k12
ObjectId(67a2f29d79766ec501159608),laptop,c6
ObjectId(67a2f29d79766ec501159609),laptop,zeta
ObjectId(67a2f29d79766ec50115960a),laptop,k12
ObjectId(67a2f29d79766ec50115960b),laptop,qw2
ObjectId(67a2f29d79766ec50115960c),laptop,j3
ObjectId(67a2f29d79766ec50115960d),laptop,k12
ObjectId(67a2f29d79766ec50115960e),laptop,ay9
ObjectId(67a2f29d79766ec50115960f),laptop,jl3
ObjectId(67a2f29d79766ec501159610),laptop,kz
ObjectId(67a2f29d79766ec501159611),laptop,qw2
ObjectId(67a2f29d79766ec501159612),laptop,ki2
ObjectId(67a2f29d79766ec501159613),laptop,jl3
ObjectId(67a2f29d79766ec501159614),laptop,ay9
ObjectId(67a2f29d79766ec501159615),laptop,k12
ObjectId(67a2f29d79766ec501159616),laptop,ay9
ObjectId(67a2f29d79766ec501159617),laptop,j3
ObjectId(67a2f29d79766ec501159618),laptop,zeta
ObjectId(67a2f29d79766ec501159619),laptop,kz
ObjectId(67a2f29d79766ec50115961a),laptop,ki2
ObjectId(67a2f29d79766ec50115961b),laptop,zeta
ObjectId(67a2f29d79766ec50115961c),laptop,k12
ObjectId(67a2f29d79766ec50115961d),laptop,ki2
ObjectId(67a2f29d79766ec50115961e),laptop,zeta
ObjectId(67a2f29d79766ec50115961f),laptop,kz
ObjectId(67a2f29d79766ec501159620),laptop,jl3
ObjectId(67a2f29d79766ec501159621),laptop,kz
ObjectId(67a2f29d79766ec501159622),laptop,zeta
ObjectId(67a2f29d79766ec501159623),laptop,ay9
ObjectId(67a2f29d79766ec501159624),laptop,jl3
ObjectId(67a2f29d79766ec501159625),laptop,ay9
ObjectId(67a2f29d79766ec501159626),laptop,k12
ObjectId(67a2f29d79766ec501159627),laptop,jl3
ObjectId(67a2f29d79766ec501159628),laptop,k12
ObjectId(67a2f29d79766ec501159629),laptop,zeta
ObjectId(67a2f29d79766ec50115962a),laptop,j3
ObjectId(67a2f29d79766ec50115962b),laptop,qw2
ObjectId(67a2f29d79766ec50115962c),laptop,ki2
ObjectId(67a2f29d79766ec50115962d),laptop,qw2
ObjectId(67a2f29d79766ec50115962e),laptop,ki2
ObjectId(67a2f29d79766ec50115962f),laptop,kz
ObjectId(67a2f29d79766ec501159630),laptop,j3
ObjectId(67a2f29d79766ec501159631),laptop,jl3
ObjectId(67a2f29d79766ec501159632),laptop,kz
ObjectId(67a2f29d79766ec501159633),laptop,qw2
ObjectId(67a2f29d79766ec501159634),laptop,ay9
ObjectId(67a2f29d79766ec501159635),laptop,j3
ObjectId(67a2f29d79766ec501159636),laptop,ay9
ObjectId(67a2f29d79766ec501159637),laptop,kz
ObjectId(67a2f29d79766ec501159638),laptop,jl3
ObjectId(67a2f29d79766ec501159639),laptop,ki2
ObjectId(67a2f29d79766ec50115963a),laptop,c6
ObjectId(67a2f29d79766ec50115963b),laptop,j3
ObjectId(67a2f29d79766ec50115963c),laptop,qw2
ObjectId(67a2f29d79766ec50115963d),laptop,j3
ObjectId(67a2f29d79766ec50115963e),laptop,c6
ObjectId(67a2f29d79766ec50115963f),laptop,k12
ObjectId(67a2f29d79766ec501159640),laptop,k12
ObjectId(67a2f29d79766ec501159641),laptop,k12
ObjectId(67a2f29d79766ec501159642),laptop,kz
ObjectId(67a2f29d79766ec501159643),laptop,ay9
ObjectId(67a2f29d79766ec501159644),laptop,zeta
ObjectId(67a2f29d79766ec501159645),laptop,kz
ObjectId(67a2f29d79766ec501159646),laptop,k12
ObjectId(67a2f29d79766ec501159647),laptop,k12
ObjectId(67a2f29d79766ec501159648),laptop,k12
ObjectId(67a2f29d79766ec501159649),laptop,ay9
ObjectId(67a2f29d79766ec50115964a),laptop,jl3
